0,1,2,3,4,5,6,7,8,9
-1.5525036388080506e-07,-4.990137212129411e-06,0.0008620300314346954,0.0008565052888638658,0.00047552249486163467,0.0005544925878578758,0.0007719011426788969,0.0005191018541166046,0.000721678726802629,0.00044219025232189414
-1.5366447233409085e-07,-4.968809692760522e-06,0.0008043457535589852,0.0007655872167707098,0.0005552748739481324,0.0005657651082404649,0.0005809421595822659,0.0006131846020157324,0.0006709529610031361,0.0005715202128595938
-1.5207995921931968e-07,-4.947365200348719e-06,0.0007462620054939843,0.0006745296865349899,0.0006346268766802609,0.0005771523549462233,0.0003914138746876295,0.0007068084132179351,0.0006205323109587354,0.0007002225089838531
-1.504981948540678e-07,-4.92568819195773e-06,0.0006874167750984793,0.0005833656389193718,0.0007131613590947844,0.0005888143852735972,0.0002048057084261865,0.0007996495817431046,0.0005709693029553099,0.0008275426463550267
-1.4892053340722852e-07,-4.903665783321467e-06,0.0006274483061967293,0.0004923105676181042,0.0007904760075786129,0.0006009402516789864,2.2670177661483532e-05,0.0008915260690075034,0.0005229986297444556,0.000952584962843539
-1.4734830502383545e-07,-4.881188944144399e-06,0.0005659400794990304,0.0004016069835192459,0.000866234284615056,0.0006136868302968207,-0.00015346699099065043,0.0009822804186296243,0.00047723460138536993,0.001074466047100669
-1.4578280818618887e-07,-4.858153828873357e-06,0.0005024600008787454,0.00031135835776498986,0.0009401597231299151,0.0006271568325969953,-0.00032225481716974583,0.001071668516065708,0.00043400332177070695,0.0011925321494557933
-1.4422530238560912e-07,-4.83446304275411e-06,0.0004366917710319794,0.00022152099278570755,0.0010119727962595167,0.0006414326028238173,-0.000482596928597439,0.0011593708449185898,0.0003934851591284676,0.0013064316668894489
-1.426770011753995e-07,-4.810026643868591e-06,0.00036850399359142437,0.00013206693696034375,0.0010813533976212427,0.0006566101571982192,-0.0006335565383767917,0.0012451097423867034,0.00035595446204951997,0.0014159177038013337
-1.4113906567103348e-07,-4.78476305252168e-06,0.00029784115877085147,4.312766556977172e-05,0.0011479755251907686,0.0006727890218576043,-0.0007741590543880727,0.0013287350141927708,0.00032181093837227134,0.0015205343082574099
