0,1,2,3,4,5,6,7,8,9
4.549493369041652e-24,1.3234889800848443e-23,-2.0328790734103208e-19,-8.809142651444724e-20,-1.4230153513872246e-19,-2.303929616531697e-19,-2.710505431213761e-19,-1.8973538018496328e-19,-4.0657581468206416e-19,-2.541098841762901e-19
3.4109707077057785e-11,-4.5129812751493415e-08,-0.0002470219182478655,-0.000363122843483993,0.00015646720804229008,0.0001668983345438934,0.00014062174788769612,-0.00014475078213350368,-0.000569071215347708,-2.0309467591978786e-05
6.597801468052564e-11,-8.677108350379311e-08,-0.00047749498477059094,-0.0006982613167917033,0.0003073819160537498,0.0003204668969145255,0.0002688995183863171,-0.0002818988410128452,-0.0010981817698312345,-4.2615597565318575e-05
9.353520996577089e-11,-1.2174829627263614e-07,-0.0006761629379387637,-0.0009796689067683327,0.00044760767178242134,0.0004489291566014302,0.0003739069500419129,-0.0004040850835422999,-0.0015500745968822626,-6.870038667101743e-05
1.1503967353202252e-10,-1.4748038115365178e-07,-0.00083015459252116,-0.0011861026473671604,0.0005725102179377386,0.0005432595263215257,0.00044714789504249645,-0.0005047450569470378,-0.0018932813947160618,-9.96403810222673e-05
1.2920524580730266e-10,-1.6220294933968262e-07,-0.0009297761257034795,-0.00130287179603334,0.0006777761119362978,0.000597966761810366,0.00048305113766640905,-0.0005788725587331787,-0.0021051240822263758,-0.000135091920830503
1.3528866756561234e-10,-1.6511012772364975e-07,-0.0009690420118510511,-0.0013232256710954012,0.0007593341661483084,0.0006116002359521354,0.0004791753760091099,-0.0006235600109753888,-0.002173612946918129,-0.0001727986444516436
1.3313013238437613e-10,-1.5640275589643324e-07,-0.0009460447288708202,-0.0012487429261957466,0.0008136380423514418,0.0005868959075008972,0.0004364225988884582,-0.0006380071495828053,-0.0020977928272041153,-0.0002087661994108164
1.2314454240386292e-10,-1.3723963142477878e-07,-0.0008632101585987703,-0.0010887546523216992,0.0008381510026494283,0.0005302831957983559,0.0003592870671347428,-0.0006231192662586756,-0.0018870660950707275,-0.00023813622901188642
1.06265762093273e-10,-1.0959924339241322e-07,-0.0007273408935549048,-0.0008591421091886616,0.0008316242223116927,0.0004506740449574931,0.0002557987259311212,-0.0005810828106778005,-0.0015602102699389655,-0.00025626814372996416
8.385052834336523e-11,-7.606859151002865e-08,-0.0005492459696713217,-0.0005808021902426136,0.0007939887305294764,0.0003579125418601492,0.0001367703324018752,-0.0005151451444455887,-0.0011440720858120555,-0.00025942755221277297
5.755225477735347e-11,-3.958224919440644e-08,-0.0003428501464906521,-0.0002778294264908938,0.0007261050214659173,0.00026141807462950843,1.4372705089709021e-05,-0.00042949665169955556,-0.0006713852003055751,-0.0002449545296181958
2.917741290414628e-11,-3.139337139146487e-09,-0.00012389352962627228,2.4683285833711904e-05,0.0006297596272197782,0.00016917531598182022,-9.94744705079476e-05,-0.0003290180209073883,-0.0001775934474407783,-0.00021132843924901218
5.382623104876944e-13,3.047191209654169e-08,9.146138539534886e-05,0.00030313786784020246,0.0005079690603894838,8.687507714422936e-05,-0.0001943231585095428,-0.00021881501351964422,0.00030252606434827216,-0.00015858102914431715
