"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IT.NET.USER.ZS","Utilisateurs d Internet (% de la population)","Internet users are individuals who have used the Internet (from any location) in the last 3 months. The Internet can be used via a computer, mobile phone, personal digital assistant, games machine, digital TV etc.","Union internationale des télécommunications, Rapport et Base de données sur le développement des télécommunications/TIC dans le monde.",
