0,1,2,3,4,5,6,7,8,9
3.137159063904816e-23,7.529181753371558e-22,-4.015563601798164e-19,1.6062254407192657e-19,1.807003620809174e-19,-2.569960705150825e-19,2.409338161078899e-19,2.0880930729350455e-19,-3.2124508814385315e-19,-1.927470528863119e-19
4.890913112077372e-11,-3.4540623126878396e-08,-0.00014011911365560402,-0.00018766574976323747,0.0003120083026250556,-0.00045908852606172014,0.00027616196909494673,3.071484191295873e-05,-0.0002814942687066961,-0.00015044393988120717
9.697279594355661e-11,-6.821760025883858e-08,-0.0002779249758466539,-0.00036922759781343945,0.000616258736169853,-0.0009077854383282486,0.0005433384576472072,6.00113388842818e-05,-0.0005556480020745865,-0.00029513477321603955
1.433663056957344e-10,-1.001935515967035e-07,-0.00041122860872752664,-0.0005387709138305464,0.0009052559176363866,-0.0013359627210309255,0.0007927818227449803,8.655511435131856e-05,-0.000815369990654875,-0.0004285611040347942
1.8730586036415943e-10,-1.2968554425439663e-07,-0.0005380272168318269,-0.0006908102146395145,0.001171991808796899,-0.0017340454278684813,0.0010163071992995878,0.00010912634907745178,-0.0010540633162339167,-0.0005456903011863582
2.2806735222775598e-10,-1.5599236540122268e-07,-0.0006564876766893975,-0.0008205543015085211,0.0014101291665646616,-0.0020932988543524845,0.0012066769922604351,0.00012662483467066655,-0.0012658441090714538,-0.0006421942391223811
2.650032690198185e-10,-1.785160048296137e-07,-0.0007648943839908003,-0.0009241203025148508,0.0016141641855236838,-0.0024060574366074807,0.0013579248029645867,0.00013812059859297265,-0.0014457070925002137,-0.0007146414464732404
2.9755717467041736e-10,-1.9677671830009226e-07,-0.0008616332811019107,-0.000998660855304457,0.0017795849572545246,-0.002665892556353778,0.0014655316458865343,0.0001429722016453732,-0.0015896403921089807,-0.000760628519444532
3.2527533519841694e-10,-2.1042567017619045e-07,-0.000945250585228016,-0.0010424383598732338,0.0019030174947098184,-0.0028677653666668123,0.0015264858018061802,0.00014093684804787949,-0.001694728080122794,-0.0007788437154528438
3.4781516230725855e-10,-2.192570576308153e-07,-0.0010145526618969049,-0.0010548831531745672,0.001982336525980389,-0.003008182845378202,0.001539320648847306,0.00013218552136548274,-0.0017592636886504284,-0.0007690910362398035
3.6495026334534555e-10,-2.2321525759929054e-07,-0.0010686716489834178,-0.0010366148810854786,0.0020167288423524003,-0.0030852992783706465,0.001504178982883302,0.00011721734321196376,-0.0017828435193280013,-0.0007323137249575085
3.7657200885633666e-10,-2.2239120953005147e-07,-0.0011070544479624706,-0.0009893848976439924,0.0020067085272056726,-0.0030989000709782267,0.001422857783758644,9.675441805619557e-05,-0.0017663788325773748,-0.0006706151634569593
3.8268765307860853e-10,-2.1700913056848532e-07,-0.001129411276023639,-0.0009159472138976285,0.0019540775625362045,-0.0030502920062283074,0.0012987601305391588,7.169470948750299e-05,-0.001711994478333232,-0.0005872197182031755
3.834151635487395e-10,-2.0741158420519826e-07,-0.0011356920571778362,-0.0008199223375688722,0.0018618313802533746,-0.0029422045440451157,0.0011367292310127204,4.3120608066758614e-05,-0.001622860768738288,-0.00048631804187663374
3.789750287098826e-10,-1.9404866841070879e-07,-0.0011261177639668898,-0.0007056829948704327,0.0017340145220286606,-0.0027787580882824136,0.00094279852905803,1.2303664571676492e-05,-0.0015030329523920323,-0.00037281153075914434
3.696784432156988e-10,-1.7746784120943257e-07,-0.0011012224674244945,-0.0005782133367031328,0.001575547520865408,-0.0025654366082211414,0.0007238992890042683,-1.9336965067384685e-05,-0.0013573245539441202,-0.00025203594412917014
3.5591393994136565e-10,-1.5829589342711614e-07,-0.0010618536073159805,-0.00044287712757419,0.0013920499347461598,-0.0023089453045448773,0.0004875526512798432,-5.0320821645795624e-05,-0.001191166171956002,-0.00012953128256768895
3.38133405086273e-10,-1.372103362483937e-07,-0.001009128412891952,-0.0003051133369391314,0.0011896650561802828,-0.0020169228983257593,0.0002415668557225946,-7.921006478466324e-05,-0.0010103937101578334,-1.0852175991812043e-05
3.1683644536364917e-10,-1.1490711788514928e-07,-0.0009443918771971859,-0.00017015762420229604,0.0009748735288972329,-0.0016976082290072448,-6.232608819260327e-06,-0.00010470820136630888,-0.0008209779628963449,9.863193939698991e-05
2.9255425965738e-10,-9.207369201734466e-08,-0.0008692003754430211,-4.285452316779736e-05,0.0007542817879770685,-0.0013595737112234167,-0.000248230048782804,-0.00012573686298832933,-0.0006287710894617549,0.0001939721007210632
2.658335857918248e-10,-6.936943312775319e-08,-0.0007853062151033707,7.247086390471544e-05,0.0005343876578456101,-0.0010115433074747594,-0.0004772362085935093,-0.00014147565387709495,-0.0004393287487410455,0.0002708724379113596
2.3722126721427584e-10,-4.740828637720136e-08,-0.0006946099533230279,0.0001721650971676669,0.0003213418766419601,-0.0006622122892276744,-0.0006867339053363699,-0.0001513715066025106,-0.0002577882792813678,0.0003258752538424347
2.0724993815852103e-10,-2.6739451356810065e-08,-0.0005990866411806295,0.00025343816298579715,0.00012074011140237391,-0.00032000796799772183,-0.0008711444590015211,-0.00015515226483037877,-8.873797277993488e-05,0.0003564905274277115
