0,1,2,3,4,5,6,7,8,9,10,11,12
6.617444900424222e-24,2.117582368135751e-22,2.168404344971009e-19,3.2526065174565133e-19,1.0842021724855044e-19,4.336808689942018e-19,1.0842021724855044e-19,3.2526065174565133e-19,1.6263032587282567e-19,-4.336808689942018e-19,0.0,-3.3087224502121107e-23,0.0
2.5788777586742454e-11,-1.4277636979171796e-07,-0.0009025176298206074,0.0010969358012271559,0.0007573723203973659,-0.001404518304097049,-0.0011362249393818988,-0.0008860583499652601,-0.0006529624969794361,-0.002782002201833688,0.005993651213788814,9.39311400594408e-11,0.0
4.5281309619304926e-11,-2.362315732385388e-07,-0.00150336355613537,0.001795172822456091,0.0011790194568047398,-0.0022621615689216584,-0.0017778672017353084,-0.0014034501772092465,-0.0009707988503724779,-0.004427674819523169,0.00996719552707875,1.8800961792353266e-10,0.0
5.4250269921152376e-11,-2.5269599318612183e-07,-0.0016298046719065284,0.0018752548676662262,0.0010981519953768208,-0.0022710132294745003,-0.0016985089482416896,-0.0013736933928282873,-0.000810331114704428,-0.004315260205111345,0.010771848643335568,2.8245416935445187e-10,0.0
5.173068507990465e-11,-1.9687299367570986e-07,-0.0013126403523215282,0.0013839413603339416,0.0005891069651429473,-0.001505826559846277,-0.0010487584539197047,-0.0008959869068416418,-0.00030034250724898814,-0.0026018966814043195,0.00856679287467649,3.754842393705684e-10,0.0
3.98934397210391e-11,-1.0069499323242509e-07,-0.0007716083586116242,0.000587863952766205,-9.331437334092693e-05,-0.0003746096905058151,-0.00024501945715388654,-0.00028400852726708035,0.00023617783463840707,-0.0001150930844242395,0.004622941637365789,4.6119863181868057e-10,0.0
2.2784260412697935e-11,-5.898110735405168e-09,-0.0003117945828689261,-0.0001742049643092637,-0.0006623180354882413,0.0005810716551007694,0.00028750792727451954,0.00011466711564335529,0.00047122638469754654,0.0020628329333411185,0.0006324203715150816,5.311405854197126e-10,0.0
4.610367086558463e-12,5.590906103260273e-08,-0.0001716812225325483,-0.0006557213220120731,-0.0009415443834704955,0.0009485197531221422,0.0003565186771669307,0.00011775226214928985,0.0002624129759088449,0.0031010528505565635,-0.0020911202693438312,5.784087143546507e-10,0.0
-1.1624464265751003e-11,7.539629742537483e-08,-0.0003926893415613841,-0.000795616170620642,-0.0009209605415836089,0.0006418779979862272,8.346504506949687e-05,-0.00018652278392240523,-0.00026423298053797437,0.0027661168665489744,-0.0031123436804231753,5.987692751640264e-10,0.0
-2.4623091958545084e-11,6.471397371366376e-08,-0.000780398901572913,-0.0006995589744404861,-0.000708600556019324,-6.48497318466567e-05,-0.00021553185814540557,-0.0004924603584989561,-0.0007858086301540363,0.0014518836120356393,-0.0028633426746350436,5.869310719192962e-10,0.0
-3.442523854464121e-11,4.605413112421954e-08,-0.0009908083585003647,-0.0005356051454047642,-0.0004281628878714145,-0.0006909684747323216,-0.00026019462055335463,-0.00046504019625963176,-0.0009671088569340877,-9.172731231569812e-05,-0.0022047866853143264,5.345679466632741e-10,0.0
-4.158240266248275e-11,3.7311059967628824e-08,-0.0007122868597474183,-0.00041731998480037545,-0.00013994809821578683,-0.0008133552862237044,7.2152559184967126e-06,4.0532607865994814e-05,-0.0006532225454832837,-0.0011650495600519118,-0.001859203806462104,4.356555785840962e-10,0.0
-4.643409311529664e-11,4.309398932502294e-08,0.0001443408934188642,-0.0003467816214444389,0.00016483485292779796,-0.0003031228544677112,0.00039866495554306575,0.0008581067658931397,3.927625895266344e-05,-0.0014406419588738613,-0.0020430819293960865,2.9374861293859217e-10,0.0
-4.885949488840475e-11,5.515653090591714e-08,0.0013532917516233542,-0.0002451662132568677,0.0005051788654898011,0.0005962990590163391,0.000628165772383976,0.0015710197221409452,0.00078467369339874,-0.001047816829146524,-0.0024653354663374547,1.2024695977747557e-10,0.0
-4.8525225096831174e-11,6.035418699131533e-08,0.0024442186374898844,-4.022278308373457e-05,0.0008427810517747816,0.0013989547489424083,0.0005245722834352582,0.0017347828750021595,0.0012287694986374063,-0.00040828040722359687,-0.002626806264606522,-7.544074351398059e-11,0.0
-4.5351216317734065e-11,5.018504408275688e-08,0.0029164255960581168,0.0002548296936396054,0.0010654931359342916,0.0016480303799996032,0.00016221614700270923,0.0011438286145237261,0.0011845804876709908,5.392452454117878e-05,-0.002192399963201459,-2.8921092000138557e-10,0.0
-3.9834930095834763e-11,2.595001515409347e-08,0.002493874846104388,0.0005272844131962704,0.0010412204175660569,0.0011790418970884658,-0.00018096612365545,-1.343330718002632e-05,0.0007307590462247274,0.0001507710957814581,-0.001201051326076564,-5.123597703304381e-10,0.0
-3.3021578434623104e-11,-2.9166904604383083e-09,0.00128467290452086,0.0006270770309862833,0.0007080627116267292,0.00022257762437521798,-0.00021201664255243548,-0.0012145028409005414,0.00015649904144875306,-1.011995326678745e-05,-1.2013348895948328e-05,-7.202037450176302e-10,0.0
-2.6160651698482668e-11,-2.530955371194428e-08,-0.0002489215153478293,0.0004653629087873162,0.00013718991164384442,-0.0007180727081646978,0.0001665015252944845,-0.0018619959118563972,-0.0002141589478910551,-0.00015351744899893112,0.0009393469942932118,-8.792286482564406e-10,0.0
-2.027839604980453e-11,-3.504724466804854e-08,-0.0015046697733676932,8.506695882088349e-05,-0.00047964523346308324,-0.0011496425593341929,0.0007658542758273092,-0.0016074263446701103,-0.00021551991078091814,-4.991703508038284e-05,0.0013985514512358096,-9.678847895496554e-10,0.0
-1.5916455628931486e-11,-3.353573462952185e-08,-0.0020313805451950876,-0.00034480249714092127,-0.0009168541978095896,-0.0008707217234611535,0.0012061512846488467,-0.0005572298936423506,6.254076383768883e-05,0.00032704445485839235,0.0014027708556572126,-9.895835168784505e-10,0.0
-1.3151291400379305e-11,-2.744581480675518e-08,-0.0017434527506009034,-0.0006126503716227938,-0.001025917908603396,-8.74651822533403e-05,0.0011428995069775023,0.0007638101484227731,0.0003315222341800021,0.0007897568957819252,0.0011998686044705428,-9.590894431140904e-10,0.0
-1.1823749022845569e-11,-2.3593236983575592e-08,-0.0009440677868540869,-0.0005790630952282533,-0.0008049099931437658,0.0007071258098212713,0.0004849485639402087,0.0016820954486291844,0.0002845681031996635,0.0010630338138491922,0.0010548717551555134,-8.77157485700465e-10,0.0
-1.1795051002293481e-11,-2.463256413774201e-08,-0.00014558465861864615,-0.0002561635355278119,-0.00038875978126138227,0.001020815680899154,-0.0005327061022096045,0.0017331361933763615,-0.00020311006282438407,0.0009557927578060907,0.0010810418566766051,-7.209324651250598e-10,0.0
-1.3063939985221518e-11,-2.8138205224487626e-08,0.00021325411801650603,0.000195090535225869,2.7505650526666215e-05,0.0006467219129220119,-0.0014674823010167905,0.000908473986316045,-0.0009716308913598792,0.000469928771781818,0.001196951746504434,-4.642635151697973e-10,0.0
-1.5698412069203477e-11,-2.9135578296193414e-08,-2.16943145603675e-06,0.0005485331195528883,0.000282826308427906,-0.00022325633312518284,-0.0019073531232828957,-0.00034741225812212514,-0.0016376799137058965,-0.00021008215873818053,0.0012172316289160762,-1.0615732640970638e-10,0.0
-1.9664784329230584e-11,-2.394851342990705e-08,-0.0005684009534345027,0.0006299054728157291,0.0003103717244221578,-0.0011199724581705778,-0.0016863670977218701,-0.0013870721755136852,-0.0017942711279207745,-0.000824822215963805,0.0009989984090831888,3.1958122956616584e-10,0.0
-2.4693363590325047e-11,-1.2697826555602622e-08,-0.0010501996327770542,0.00040289797277066853,0.00014337816818459835,-0.0015748815119597309,-0.0009548184879499314,-0.0017131563476318456,-0.0012428513697338402,-0.0011693900190315502,0.0005418131633026547,7.619329853636336e-10,0.0
-3.027848437722481e-11,9.684271691249572e-10,-0.0010587519860924893,-1.973446105107225e-05,-0.00011827347429956108,-0.0013835103661204574,-7.406709345573841e-05,-0.0012345806478714046,-0.00012720786884243295,-0.001170002137903955,-1.702599826371653e-05,1.1750675754405864e-09,0.0
-3.581185726601951e-11,1.2356694923514792e-08,-0.0004742832366269159,-0.0004398612719911491,-0.0003505321513210034,-0.0006985844887877978,0.0005896003144925689,-0.00028639132619416477,0.0011125104368107258,-0.0008791330435810897,-0.0004946561080474552,1.5263998572397304e-09,0.0
-4.0763350918133365e-11,1.853210919938946e-08,0.0004884404252399326,-0.0006727123156856646,-0.00043797123247356936,9.31558654491539e-05,0.000846181470797019,0.0005862057307386556,0.0019496234788465188,-0.0004157717798920999,-0.0007715324696499435,1.788502202715593e-09,0.0
-4.480456431007301e-11,1.9629649414426015e-08,0.0014002208218726673,-0.0006276746687210579,-0.00029941459150477703,0.0006218696556551528,0.0007406123324325724,0.0009441588010274122,0.0020355542755850662,9.5853371331166e-05,-0.0008456996908596017,1.9326689946705533e-09,0.0
-4.782006782934805e-11,1.8081834403711542e-08,0.0018481409952507677,-0.00033529849645071267,8.263841463173292e-05,0.0007499476423614112,0.0004746660590710226,0.0006851523443231,0.0013757881811557072,0.0005514965988640766,-0.000806873076708235,1.931669156075648e-09,0.0
-4.9827286474465805e-11,1.658989055278137e-08,0.0016468391939521128,8.23914229222068e-05,0.0006308646481556001,0.000618714920119506,0.00025988778555764995,6.324465855103966e-05,0.0003199027410750295,0.0008593307852939169,-0.0007597968663935525,1.7691372523392741e-09,0.0
-5.087629661358357e-11,1.6335659055671034e-08,0.0009203450534320508,0.0004732688807764003,0.0011638197442562863,0.00050727396327355,0.0001995683736108966,-0.0004961406269321765,-0.0006287944170443679,0.0009337670529225698,-0.0007540926921741165,1.445267403873078e-09,0.0
-5.099756273661313e-11,1.653749643471941e-08,2.159868984731735e-05,0.0007143148948465473,0.0014383320173214722,0.0006076144774258389,0.00026323230273743263,-0.0006595905314520051,-0.001077273622713229,0.0007204043583626067,-0.000764143923064414,9.785556519851671e-10,0.0
-5.021981236787465e-11,1.5408965141208603e-08,-0.0006561584471434952,0.0007451986137228677,0.0012501295659520925,0.0008731119899476236,0.0003479762773187248,-0.0003648605460749788,-0.0009329170040448057,0.00024624219068952133,-0.000723363292337502,4.025606712543464e-10,0.0
-4.8628381648955793e-11,1.1659094799097036e-08,-0.0008715923205433261,0.0005717158071998179,0.0005556840484412836,0.0010455938519592627,0.0003667553720895549,0.00018177291262451515,-0.00041670298718923636,-0.00034640557834615313,-0.0005812171169735773,-2.3957783765531644e-10,0.0
-4.64109086162302e-11,5.45738879410547e-09,-0.0006345903965359521,0.0002493845321064876,-0.00045534457204312847,0.0008435431734298328,0.0002986140564749033,0.0006674495743176667,9.918699621314821e-05,-0.0008267113895825259,-0.00034178670687348977,-9.016531380165797e-10,0.0
-4.3852603733539986e-11,-1.689322311527501e-09,-0.00017207846568154784,-0.0001387732503921287,-0.0014003124067416977,0.00018257677534407827,0.00017635720973071693,0.000874765424291064,0.00032503001977260426,-0.0009699299330159206,-6.117731246207356e-05,-1.5340884367354648e-09,0.0
-4.1281064083297326e-11,-7.898033367492331e-09,0.0002096262565121694,-0.0005019332060997355,-0.0018640427706646547,-0.0007255578684836078,3.805783171745183e-05,0.0007914628284914846,0.00021476084680587676,-0.0006752413611571873,0.00018811547957021967,-2.0801637389664495e-09,0.0
-3.899262713831911e-11,-1.1953918872262713e-08,0.00028742722034071034,-0.0007582072514856357,-0.0016108202783726793,-0.0014700453746156366,-0.00010855712545443404,0.0005685792624206252,-4.0388886663796265e-05,-3.57248477689985e-05,0.0003575690836968273,-2.4780521001795077e-09,0.0
-3.719903731223468e-11,-1.3765842742677699e-08,2.6374608723482958e-05,-0.0008510758594602106,-0.0007315184808345591,-0.0016781933684958989,-0.0002788272685075062,0.00037447653011742494,-0.00017356711787225863,0.00068938477535306,0.000441347301805399,-2.6768255931849263e-09,0.0
-3.601488840584882e-11,-1.4071326644366893e-08,-0.0004182397627525624,-0.000764614847732003,0.00037117433810052126,-0.001242251023318449,-0.0004722611029292988,0.00025931673797057755,-4.76002822278726e-05,0.001192774736404312,0.0004663928870296313,-2.6508894484182937e-09,0.0
-3.5479118347872756e-11,-1.3741796555570382e-08,-0.000791611128231451,-0.0005307417223919655,0.0011716244816562765,-0.00038958161258148435,-0.0006420481717473941,0.00012901784168068122,0.00023602916934566966,0.0012646827386992303,0.0004665700766879131,-2.396372121592369e-09,0.0
-3.5586564201416344e-11,-1.3209074969007331e-08,-0.0008702990925130774,-0.00022027336073315686,0.001292661540750272,0.00045016875103466407,-0.0007066049817799864,-0.00015620875340994459,0.000402079958986499,0.0008864072591009663,0.00046039700211516257,-1.9132847526792662e-09,0.0
-3.630699147343985e-11,-1.2332273897949668e-08,-0.0005691885625070492,8.379606163998578e-05,0.0007099350324770657,0.0008973552489484714,-0.000601279068460353,-0.0006356759610959349,0.00020276849781523934,0.00022409444711102286,0.0004443818870699494,-1.2056415372790417e-09,0.0
-3.758416854418503e-11,-1.0679082393739307e-08,2.039482720063581e-05,0.00032080197910312405,-0.0002317157332326696,0.0008348929165205133,-0.000332508970268625,-0.0011673593665705053,-0.0003769695505918436,-0.00046558572485173356,0.00040182423151066584,-3.104897363427391e-10,0.0
-3.932384421452634e-11,-7.95936358800505e-09,0.0006716149545825253,0.00047642775140900606,-0.0010067583832718782,0.00044908430761068615,1.017272266209596e-05,-0.0014811211102586591,-0.0010542732601377899,-0.0009581055934505646,0.0003186091495738007,6.760354545764738e-10,0.0
-4.138631541676143e-11,-4.3192239922939084e-09,0.0011193721374494036,0.0005804308623282079,-0.0011994420877667082,7.883236031980988e-05,0.0002999804906009809,-0.0013412212328052686,-0.0013844331813344548,-0.0011443136224816223,0.00019615126352685739,1.626346613824569e-09,0.0
-4.3594387784771096e-11,-3.340971401424045e-10,0.001171279886084799,0.0006761880448283785,-0.0007303995442193023,-2.2325688388107206e-05,0.0004483159941854779,-0.0007142374359403978,-0.0010306097382657235,-0.001040077211179,5.4397486663099875e-05,2.456080225399576e-09,0.0
