"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SP.POP.TOTL","Population, total","Total population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship. The values shown are midyear estimates.","1) Division de la population des Nations Unies. World Population Prospects, (2)  la Division de statistique  Nations Unies. Population et le rapport de l'état civil (diverses années), (3) rapports de recensement et autres publications statistiques des bureaux nationaux de statistiques, (4) Eurostat: statistiques démographiques, (5) Secrétariat de la Communauté du Pacifique: programme de statistiques et de la démographie, et (6) Bureau de recensement américain: base de données internationale.",
