"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"EG.ELC.ACCS.ZS","Accès à l’électricité (% de la population)","L’accès à l’électricité correspond au pourcentage de la population disposant d’un accès à l’électricité. Les données sur l’électrification sont obtenues auprès de l’industrie, d’enquêtes nationales et de sources internationales.","Banque mondiale, base de données Sustainable Energy for All (SE4ALL) dérivée du SE4ALL Global Tracking Framework (Banque mondiale, Agence internationale de l’énergie et Programme d’assistance à la gestion du secteur énergétique [ESMAP]).",
